,level_0,index,Gender,Age,Married,NumberofDependents,City,ZipCode,Latitude,Longitude,NumberofReferrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,TotalRevenue,CustomerStatus,ChurnCategory
6341,6342,6365,Female,58,No,0,Oakland,94602,37.803883,-122.208417,0,1,No Offer,Yes,32.13,No,Yes,Fiber Optic,15.0,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,121.68,Churned,Competitor
6342,6343,6366,Female,42,No,0,Carpinteria,93013,34.441398,-119.513163,0,6,Offer E,Yes,43.8,Yes,Yes,Fiber Optic,5.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,799.2,Churned,Other
6343,6344,6367,Male,59,No,0,Pacific Grove,93950,36.618337,-121.926417,0,9,Offer E,Yes,49.74,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,633.26,Churned,Attitude
6344,6345,6368,Female,45,No,0,Boulevard,91905,32.677097,-116.304991,0,9,Offer E,No,0.0,No PhoneService,Yes,DSL,21.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,379.4,Stayed,
6345,6346,6369,Male,73,No,0,Van Nuys,91401,34.178483,-118.431791,0,5,No Offer,Yes,18.69,No,Yes,DSL,28.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,330.7,Churned,Dissatisfaction
6346,6347,6370,Female,42,Yes,0,Warner Springs,92086,33.323705,-116.626907,1,43,No Offer,Yes,38.53,No,Yes,DSL,27.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,5092.19,Stayed,
6347,6348,6371,Male,26,No,0,San Francisco,94112,37.720498,-122.443119,0,7,Offer E,Yes,45.13,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,468.86,Stayed,
6348,6349,6372,Male,22,Yes,1,Burbank,91506,34.169706,-118.323548,1,71,No Offer,Yes,33.69,No,Yes,Fiber Optic,27.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,9600.99,Stayed,
6349,6350,6373,Female,68,Yes,0,Escondido,92027,33.141265,-116.967221,2,32,Offer C,Yes,2.17,Yes,Yes,Fiber Optic,11.0,No,No,Yes,No,No,No,No,Yes,Two Year,No,Mailed Check,2639.44,Stayed,
6350,6351,6374,Female,31,No,0,Corona,92883,33.762351,-117.488725,0,8,No Offer,Yes,11.46,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,253.33,Stayed,
6351,6352,6375,Male,21,Yes,0,San Francisco,94109,37.794487,-122.42227,10,72,No Offer,Yes,14.19,Yes,Yes,Fiber Optic,71.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,8862.28,Stayed,
6352,6353,6376,Female,57,No,0,Oakland,94603,37.739113,-122.175602,0,12,No Offer,Yes,42.58,Yes,Yes,DSL,22.0,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,1335.0,Churned,Other
6353,6354,6377,Female,62,No,0,Los Gatos,95033,37.160194,-121.945611,0,51,No Offer,Yes,7.54,Yes,Yes,Fiber Optic,6.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,6050.68,Stayed,
6354,6355,6378,Male,27,No,0,Santa Clara,95050,37.351214,-121.952417,0,39,No Offer,No,0.0,No PhoneService,Yes,Cable,48.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,1880.85,Churned,Price
6355,6356,6379,Male,49,No,0,Pauma Valley,92061,33.313828,-116.940501,0,3,No Offer,Yes,16.32,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,102.01,Stayed,
6356,6357,6380,Male,59,No,0,Big Bear Lake,92315,34.242058,-116.89802,0,26,Offer C,Yes,39.63,No,Yes,Fiber Optic,29.0,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,3048.48,Stayed,
6357,6358,6381,Male,49,No,0,Kyburz,95720,38.766036,-120.209673,0,35,No Offer,Yes,17.92,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,1367.1,Stayed,
6358,6359,6382,Male,20,No,2,Port Costa,94569,38.035707,-122.196821,0,27,No Offer,Yes,30.36,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,1357.07,Stayed,
6359,6360,6383,Male,48,No,0,Fallbrook,92028,33.362575,-117.299644,0,3,No Offer,Yes,35.64,No,Yes,Cable,6.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,298.27,Churned,Other
6360,6361,6384,Female,66,No,0,Clovis,93611,36.917652,-119.593757,0,2,No Offer,Yes,24.95,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,No,No,Yes,Two Year,No,Credit Card,212.45,Stayed,
6361,6362,6385,Male,26,No,0,San Diego,92126,32.886925,-117.152162,0,18,No Offer,Yes,28.59,Yes,Yes,Fiber Optic,26.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,2111.87,Churned,Competitor
6362,6363,6386,Male,23,No,0,Redondo Beach,90277,33.830453,-118.384565,0,26,No Offer,Yes,38.04,Yes,Yes,DSL,73.0,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,2570.99,Stayed,
6363,6364,6387,Female,68,Yes,0,Pollock Pines,95726,38.733908,-120.453416,8,65,Offer B,Yes,15.3,Yes,Yes,Fiber Optic,29.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,8221.95,Stayed,
6364,6365,6388,Male,35,No,0,Mecca,92254,33.543835,-115.993906,0,41,Offer B,Yes,41.85,Yes,Yes,Fiber Optic,16.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5359.39,Stayed,
6365,6366,6389,Male,25,No,0,Redway,95560,40.142256,-123.852927,0,67,Offer A,Yes,33.88,Yes,Yes,Fiber Optic,71.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,10022.26,Churned,Other
6366,6367,6390,Male,53,Yes,3,Brentwood,94513,37.908242,-121.682472,1,22,Offer D,Yes,11.39,Yes,Yes,Fiber Optic,56.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2135.73,Stayed,
6367,6368,6391,Female,39,Yes,2,Douglas City,96024,40.586588,-122.903677,5,64,Offer B,Yes,26.7,No,Yes,Cable,17.0,Yes,No,No,Yes,Yes,No,No,No,One Year,No,Mailed Check,5769.01,Stayed,
6368,6369,6392,Male,71,Yes,0,San Diego,92122,32.85723,-117.209774,0,27,No Offer,No,0.0,No PhoneService,Yes,Cable,13.0,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,945.1,Churned,Competitor
6369,6370,6393,Female,48,No,0,Twentynine Palms,92278,34.457829,-116.139589,0,3,Offer E,Yes,9.95,Yes,Yes,Fiber Optic,13.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,321.75,Churned,Price
6370,6371,6394,Female,69,No,0,Winton,95388,37.421299,-120.599587,0,1,No Offer,Yes,22.56,Yes,Yes,Cable,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,73.11,Churned,Dissatisfaction
6371,6372,6395,Female,77,Yes,0,Baldwin Park,91706,34.098275,-117.967399,2,65,No Offer,Yes,38.32,No,Yes,Fiber Optic,25.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,8616.95,Stayed,
6372,6373,6396,Female,37,No,0,Yuba City,95991,39.02741,-121.614982,0,24,No Offer,Yes,35.56,No,Yes,Fiber Optic,3.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3136.59,Stayed,
6373,6374,6397,Female,52,No,0,Culver City,90232,34.019323,-118.391902,0,51,No Offer,No,0.0,No PhoneService,Yes,DSL,24.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,2928.5,Stayed,
6374,6375,6398,Male,67,Yes,0,Murrieta,92563,33.581045,-117.14719,1,13,No Offer,Yes,31.7,Yes,Yes,Cable,6.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1597.66,Churned,Competitor
6375,6376,6399,Female,22,Yes,0,Adelanto,92301,34.667815,-117.536183,3,61,No Offer,Yes,46.27,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,4005.02,Churned,Price
6376,6377,6400,Male,24,Yes,0,San Jacinto,92582,33.806708,-117.02007,2,72,Offer A,Yes,39.61,Yes,Yes,DSL,85.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,8615.07,Stayed,
6377,6378,6401,Female,23,Yes,0,Marina,93933,36.689582,-121.758398,7,69,Offer A,Yes,22.08,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Withdrawal,3287.07,Stayed,
6378,6379,6402,Male,37,Yes,2,Salinas,93905,36.667794,-121.601306,1,44,No Offer,Yes,34.94,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,2463.36,Stayed,
6379,6380,6403,Female,35,No,0,Salinas,93901,36.64152,-121.622188,0,70,No Offer,Yes,31.33,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,4049.5,Stayed,
6380,6381,6404,Female,42,Yes,3,Petrolia,95558,40.274302,-124.210902,1,40,No Offer,Yes,3.01,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,897.75,Stayed,
6381,6382,6405,Male,21,Yes,0,Tracy,95376,37.680968,-121.446049,10,61,No Offer,Yes,28.8,Yes,Yes,Cable,52.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,6486.1,Stayed,
6382,6383,6406,Male,25,Yes,0,San Diego,92117,32.825086,-117.199424,5,23,No Offer,Yes,3.67,No,Yes,DSL,69.0,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,1603.86,Stayed,
6383,6384,6407,Female,20,Yes,0,Wilmington,90744,33.782068,-118.262263,5,72,Offer A,Yes,23.7,Yes,Yes,Fiber Optic,85.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,9587.6,Stayed,
6384,6385,6408,Male,51,Yes,0,Long Beach,90806,33.802664,-118.179971,2,62,No Offer,Yes,43.2,No,Yes,DSL,23.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,7893.65,Stayed,
6385,6386,6409,Male,44,Yes,3,Westport,95488,39.724433,-123.767578,10,50,No Offer,No,0.0,No PhoneService,Yes,DSL,23.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,2021.35,Stayed,
6386,6387,6410,Male,66,Yes,0,Nipton,92364,35.478736,-115.516984,2,64,No Offer,Yes,20.19,Yes,Yes,Fiber Optic,8.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,7830.61,Stayed,
6387,6388,6411,Male,50,No,0,Pioneertown,92268,34.201108,-116.593456,0,47,No Offer,Yes,47.73,Yes,Yes,Fiber Optic,25.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,6912.51,Stayed,
6388,6389,6412,Female,56,No,0,Chino,91710,33.990646,-117.663025,0,54,No Offer,Yes,46.74,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,8588.81,Churned,Dissatisfaction
6389,6390,6413,Female,64,Yes,1,Soledad,93960,36.414216,-121.360597,8,47,No Offer,Yes,37.35,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,2628.85,Stayed,
6390,6391,6414,Male,29,No,0,Little River,95456,39.245911,-123.77214,0,58,Offer B,Yes,49.02,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,4055.41,Stayed,
6391,6392,6415,Male,23,Yes,1,San Martin,95046,37.084697,-121.606417,0,34,Offer C,Yes,5.39,Yes,Yes,Cable,52.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,2937.06,Stayed,
6392,6393,6416,Female,63,No,0,Manteca,95336,37.830267,-121.201018,0,60,Offer B,Yes,39.41,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,3869.65,Stayed,
6393,6394,6417,Female,51,Yes,3,Lotus,95651,38.815515,-120.916997,2,12,No Offer,Yes,7.97,No,Yes,DSL,52.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,836.19,Stayed,
6394,6395,6418,Male,70,Yes,0,Ben Lomond,95005,37.078873,-122.090386,1,68,No Offer,Yes,47.17,Yes,Yes,Fiber Optic,29.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,10507.21,Churned,Competitor
6395,6396,6419,Male,30,Yes,0,Ripon,95366,37.750778,-121.13238,4,64,No Offer,Yes,25.74,No,Yes,DSL,51.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Mailed Check,6095.11,Stayed,
6396,6397,6420,Male,49,No,0,New Cuyama,93254,34.956577,-119.750142,0,22,Offer D,Yes,22.97,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,977.42,Stayed,
6397,6398,6421,Female,54,No,0,Hilmar,95324,37.394536,-120.890747,0,11,No Offer,Yes,9.52,No,Yes,Fiber Optic,4.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1104.62,Stayed,
6398,6399,6422,Female,64,No,0,San Bernardino,92405,34.142747,-117.300864,0,15,Offer D,Yes,32.07,Yes,Yes,Fiber Optic,28.0,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,1896.05,Stayed,
6399,6400,6423,Female,61,No,0,San Diego,92126,32.886925,-117.152162,0,5,Offer E,Yes,20.2,No,Yes,Fiber Optic,23.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,500.6,Churned,Competitor
6400,6401,6424,Male,39,Yes,0,North San Juan,95960,39.423046,-120.984472,4,14,Offer D,Yes,21.34,No,Yes,DSL,24.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,963.16,Stayed,
6401,6402,6425,Female,40,No,0,Grass Valley,95945,39.194539,-120.988066,0,23,No Offer,Yes,48.63,Yes,Yes,Cable,11.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,2367.74,Stayed,
6402,6403,6426,Female,58,Yes,0,Tollhouse,93667,36.993666,-119.348267,1,50,Offer B,Yes,29.43,Yes,Yes,Fiber Optic,14.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,7082.2,Churned,Other
6403,6404,6427,Male,32,No,0,Lompoc,93436,34.601055,-120.382917,0,2,Offer E,Yes,15.16,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,80.92,Stayed,
6404,6405,6428,Female,29,Yes,0,Salinas,93908,36.624338,-121.615669,1,17,No Offer,Yes,47.76,Yes,Yes,Fiber Optic,26.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2263.52,Churned,Attitude
6405,6406,6429,Male,35,No,0,Camptonville,95922,39.432127,-121.099287,0,59,Offer B,Yes,49.48,Yes,Yes,Cable,9.0,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,6035.47,Stayed,
6406,6407,6430,Male,31,Yes,2,Grover Beach,93433,35.120833,-120.61843,8,1,No Offer,Yes,30.38,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,50.13,Stayed,
6407,6408,6431,Female,60,No,0,Los Angeles,90059,33.927254,-118.249826,0,15,Offer D,Yes,40.66,Yes,Yes,DSL,8.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,1509.7,Churned,Price
6408,6409,6432,Male,36,Yes,0,Carpinteria,93013,34.441398,-119.513163,7,61,Offer B,Yes,27.88,Yes,Yes,DSL,5.0,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,6685.48,Stayed,
6409,6410,6433,Female,21,Yes,0,Jacumba,91934,32.649787,-116.2237,6,1,Offer E,Yes,16.06,No,Yes,DSL,59.0,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,69.61,Stayed,
6410,6411,6434,Female,27,Yes,2,San Leandro,94577,37.717196,-122.159338,10,10,Offer D,Yes,18.57,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,411.25,Stayed,
6411,6412,6435,Female,46,No,0,San Diego,92102,32.716007,-117.117462,0,69,Offer A,Yes,25.73,No,Yes,DSL,22.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,7315.29,Stayed,
6412,6413,6436,Female,65,No,0,Monterey,93940,36.362741,-121.869685,0,35,No Offer,Yes,16.91,No,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,3010.85,Stayed,
6413,6414,6437,Female,27,Yes,0,North Highlands,95660,38.671295,-121.388251,6,48,Offer B,Yes,49.88,No,Yes,DSL,42.0,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,5488.89,Stayed,
6414,6415,6438,Male,22,Yes,3,Stockton,95205,37.965695,-121.260051,8,72,No Offer,Yes,2.73,Yes,Yes,DSL,59.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,5946.56,Stayed,
6415,6416,6439,Male,19,Yes,0,Redwood City,94065,37.527497,-122.230941,4,62,Offer B,Yes,30.51,Yes,Yes,Fiber Optic,41.0,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,7893.07,Stayed,
6416,6417,6440,Male,26,No,0,Lemoore,93245,36.303666,-119.825657,0,40,Offer B,Yes,34.49,No,Yes,DSL,73.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3472.5,Stayed,
6417,6418,6441,Male,36,No,0,Fremont,94538,37.505768,-121.962472,0,1,No Offer,Yes,10.41,No,Yes,DSL,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,56.11,Churned,Dissatisfaction
6418,6419,6442,Male,69,Yes,0,Stratford,93266,36.175255,-119.813805,6,16,Offer D,Yes,48.41,Yes,Yes,Fiber Optic,6.0,No,No,No,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,2165.71,Stayed,
6419,6420,6443,Male,29,No,0,Los Angeles,90010,34.062125,-118.315709,0,1,No Offer,Yes,10.84,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,31.14,Stayed,
6420,6421,6444,Female,22,No,0,Los Angeles,90057,34.061918,-118.277939,0,1,No Offer,Yes,31.03,Yes,Yes,Fiber Optic,27.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,116.48,Churned,Price
6421,6422,6445,Male,60,Yes,3,Vallecito,95251,38.055562,-120.456298,1,72,No Offer,Yes,32.47,Yes,Yes,Fiber Optic,76.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,10430.99,Stayed,
6422,6423,6446,Male,39,Yes,0,Santa Ana,92706,33.765893,-117.881533,1,44,No Offer,Yes,17.61,No,Yes,DSL,24.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,3378.79,Stayed,
6423,6424,6447,Female,36,No,0,Nicolaus,95659,38.788898,-121.608624,0,59,No Offer,Yes,30.44,No,Yes,Fiber Optic,30.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,7451.41,Stayed,
6424,6425,6448,Female,65,No,0,Van Nuys,91405,34.202494,-118.448048,0,18,No Offer,Yes,1.27,Yes,Yes,Fiber Optic,3.0,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,1839.21,Stayed,
6425,6426,6449,Female,40,No,0,Mill Valley,94941,37.901371,-122.572024,0,23,No Offer,Yes,14.45,Yes,Yes,Fiber Optic,19.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,2581.45,Stayed,
6426,6427,6450,Male,75,Yes,0,Nice,95464,39.12334,-122.838198,1,7,Offer E,Yes,13.63,No,Yes,Fiber Optic,27.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,772.11,Churned,Dissatisfaction
6427,6428,6451,Male,51,No,0,Suisun City,94585,38.197907,-122.017258,0,51,Offer B,Yes,27.3,No,Yes,Fiber Optic,13.0,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Credit Card,5659.45,Stayed,
6428,6429,6452,Male,28,Yes,1,Fremont,94555,37.555473,-122.080312,3,64,Offer B,Yes,14.93,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,2229.57,Stayed,
6429,6430,6453,Male,41,Yes,0,Sanger,93657,36.819628,-119.440414,10,69,No Offer,Yes,48.37,No,Yes,DSL,7.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,9216.43,Stayed,
6430,6431,6454,Male,44,No,0,Fontana,92337,34.049671,-117.468896,0,1,No Offer,No,0.0,No PhoneService,Yes,Cable,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,24.45,Churned,Price
6431,6432,6455,Male,80,No,0,South San Francisco,94080,37.654436,-122.426468,0,2,No Offer,Yes,7.03,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,51.26,Stayed,
6432,6433,6456,Female,33,Yes,3,Butte City,95920,39.449794,-121.936372,1,35,No Offer,Yes,26.09,No,Yes,Fiber Optic,56.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,4785.13,Stayed,
6433,6434,6457,Male,54,Yes,3,Orosi,93647,36.600185,-119.175655,3,26,No Offer,Yes,24.17,No,Yes,Fiber Optic,75.0,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,2662.67,Stayed,
6434,6435,6458,Female,34,Yes,0,Los Angeles,90014,34.043144,-118.251977,10,26,No Offer,No,0.0,No PhoneService,Yes,Cable,28.0,Yes,Yes,Yes,No,Yes,No,No,No,One Year,No,Bank Withdrawal,1270.5,Stayed,
6435,6436,6459,Female,35,Yes,0,San Diego,92117,32.825086,-117.199424,1,49,No Offer,Yes,26.37,Yes,Yes,Fiber Optic,19.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,6233.93,Churned,Dissatisfaction
6436,6437,6460,Female,38,Yes,0,Lee Vining,93541,37.890145,-119.184087,7,68,Offer A,Yes,47.95,No,Yes,DSL,14.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,8776.4,Stayed,
6437,6438,6461,Male,41,No,0,Sylmar,91342,34.321621,-118.399841,0,44,Offer B,Yes,1.7,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,3033.75,Stayed,
6438,6439,6462,Female,46,No,0,Fresno,93721,36.732694,-119.783786,0,29,No Offer,Yes,2.76,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,681.64,Stayed,
6439,6440,6463,Female,29,Yes,3,Topaz,96133,38.636052,-119.489162,7,24,No Offer,Yes,27.37,No,Yes,DSL,85.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,1976.73,Stayed,
6440,6441,6464,Female,47,Yes,1,Shaver Lake,93664,37.223,-119.001021,1,14,No Offer,Yes,31.7,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,816.25,Stayed,
6441,6442,6465,Male,57,No,0,Corona,92882,33.819385,-117.600213,0,56,No Offer,Yes,21.61,No,Yes,Cable,27.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,4229.86,Stayed,
6442,6443,6466,Female,43,No,0,Los Angeles,90062,34.003553,-118.308933,0,6,No Offer,Yes,29.09,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,291.39,Stayed,
6443,6444,6467,Male,50,No,0,Coalinga,93210,36.186867,-120.387793,0,6,Offer E,Yes,22.95,No,Yes,Cable,10.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,631.1,Stayed,
